-0.247768	0.091153	1.000000
-0.308938	0.669927	-1.000000
-0.650518	-0.152601	-1.000000
0.044828	-0.781025	-1.000000
-0.034615	0.181227	1.000000
0.004772	0.005815	1.000000
-0.041079	-0.156533	1.000000
0.372741	0.104265	1.000000
0.469475	0.110052	1.000000
0.774459	-0.080050	-1.000000
0.006630	0.122209	1.000000
-0.377040	0.096056	1.000000
0.036113	-0.084159	1.000000
-0.516666	-0.160820	-1.000000
0.374647	-0.838134	-1.000000
0.916970	-0.234242	-1.000000
0.475701	-0.006288	1.000000
0.049692	-0.354669	1.000000
-0.518437	-0.234211	-1.000000
0.268764	0.844930	-1.000000
-0.033956	-0.010332	1.000000
0.402807	-0.069884	1.000000
-0.052068	0.386404	1.000000
0.153401	-0.138756	1.000000
0.225022	-0.750647	-1.000000
-0.154602	0.943791	-1.000000
0.063726	-0.121536	1.000000
0.873940	-0.333135	-1.000000
-0.687568	0.026143	-1.000000
-0.153726	-0.448331	1.000000
-0.266056	-0.059607	1.000000
0.001042	0.222768	1.000000
0.124322	-0.146228	1.000000
0.139828	-0.499216	-1.000000
-0.113209	0.074539	1.000000
0.204841	0.250807	1.000000
0.855746	0.187563	-1.000000
-0.256154	0.190034	1.000000
-0.020569	0.008038	1.000000
0.054960	0.001498	1.000000
0.160372	-0.538835	-1.000000
0.363042	-0.558816	-1.000000
0.364470	-0.557642	-1.000000
0.307812	0.646250	-1.000000
-0.430258	-0.086565	1.000000
0.099121	-0.798032	-1.000000
-0.067396	0.055754	1.000000
0.399998	-0.574875	-1.000000
0.595088	-0.208212	-1.000000
0.158978	-0.102203	1.000000
-0.278651	-0.294471	1.000000
0.032807	-0.465966	1.000000
0.083617	0.273676	1.000000
-0.529577	-0.067068	-1.000000
0.528017	0.723280	-1.000000
-0.501489	-0.598744	-1.000000
0.103629	0.790002	-1.000000
0.428210	-0.004186	1.000000
-0.466855	-0.124204	1.000000
0.210310	-0.220919	1.000000
-0.554663	-0.175048	-1.000000
-0.232177	0.103776	1.000000
-0.624131	-0.662102	-1.000000
-0.228360	-0.871713	-1.000000
-0.276523	-0.239036	1.000000
-0.197531	-0.340544	1.000000
-0.145507	-0.521373	-1.000000
-0.134819	-0.334912	1.000000
0.691678	-0.236593	-1.000000
-0.760366	-0.309172	-1.000000
-0.616617	0.651456	-1.000000
-0.009589	-0.571931	-1.000000
-0.149374	0.014481	1.000000
-0.838871	0.290113	-1.000000
0.283345	0.359770	1.000000
0.103047	0.116148	1.000000
-0.005139	0.110360	1.000000
-0.037061	-0.026975	1.000000
-0.127085	0.091224	1.000000
-0.093572	-0.042460	1.000000
-0.468981	0.159360	1.000000
-0.249774	-0.154290	1.000000
-0.318033	0.765098	-1.000000
-0.523031	-0.558744	-1.000000
0.746956	-0.252166	-1.000000
-0.502195	0.061277	-1.000000
-0.173755	0.251079	1.000000
-0.217266	-0.352892	1.000000
0.504618	-0.366881	-1.000000
-0.001663	-0.168747	1.000000
0.720370	-0.023139	-1.000000
-0.446029	0.033077	1.000000
0.240210	-0.061372	1.000000
-0.163575	-0.200741	1.000000
-0.032590	-0.006038	1.000000
-0.058856	0.736388	-1.000000
0.232730	-0.433680	1.000000
-0.112265	0.741621	-1.000000
0.651649	-0.582464	-1.000000
-0.224994	-0.497445	-1.000000
